,tier,reward,position
0,1.0,-0.0010733504313975573,-0.77389425
1,1.0,-0.0010453368897351822,0.042899445
2,1.0,-0.0015869214991006686,1.0
3,3.0,-0.0008938312530517578,1.0
4,2.0,0.06879329681396484,1.0
5,1.0,-0.01879250881029293,0.339033
6,0.0,0.0017642605127150546,-1.0
7,2.0,0.00674813985824585,-1.0
8,2.0,0.0767478346824646,-1.0
9,2.0,-0.001525282859802246,-1.0
10,0.0,0.026037096977233887,-1.0
11,1.0,-0.018660545349121094,-1.0
12,1.0,-0.014745473861694336,-1.0
13,0.0,0.008388161659240723,-1.0
14,0.0,0.033864736557006836,-1.0
15,1.0,-0.008022069931030273,-1.0
16,3.0,-0.0008883476257324219,-1.0
17,1.0,0.002775132656097412,-1.0
18,1.0,0.04839569330215454,-1.0
19,3.0,-0.008329510688781738,-1.0
20,1.0,-0.006558173801749945,0.1744833
21,1.0,-0.0017050908598434944,1.0
22,1.0,0.046605825424194336,1.0
23,1.0,0.007104039192199707,1.0
24,1.0,-0.0021265149116516113,1.0
25,1.0,0.030254840850830078,1.0
26,1.0,-0.008350491523742676,1.0
27,3.0,-0.008714489173144102,0.730916
28,1.0,0.00860945922204337,0.7072697
29,1.0,0.0016684694092532482,0.93462074
30,1.0,-0.004177427203465811,0.8479478
31,1.0,-0.008605630505872597,1.0
32,1.0,0.002954721450805664,1.0
33,1.0,0.009137511253356934,1.0
34,3.0,0.029018163681030273,1.0
35,3.0,0.021173715591430664,1.0
36,2.0,0.04071927070617676,1.0
37,1.0,0.013118743896484375,1.0
38,1.0,0.011494994163513184,1.0
39,1.0,0.03348410129547119,1.0
40,1.0,-0.004360795021057129,1.0
41,1.0,0.04216492176055908,1.0
42,1.0,0.0016378164291381836,1.0
43,1.0,0.004531451762886718,0.8390882
44,1.0,-0.0077515436031632134,0.8399809
45,1.0,0.007879014833967801,1.0
46,1.0,-0.006961226463317871,1.0
47,1.0,0.009349942207336426,1.0
48,1.0,-0.007834672927856445,1.0
49,1.0,-0.010819196701049805,1.0
50,1.0,-0.010612010955810547,1.0
51,1.0,0.01623976230621338,1.0
52,1.0,0.003114938735961914,1.0
53,2.0,0.05311572551727295,1.0
54,2.0,0.04700875282287598,1.0
55,2.0,0.09458303451538086,1.0
56,1.0,-0.020840585231781006,1.0
57,1.0,0.0205610990524292,1.0
58,0.0,-0.006421387195587158,1.0
59,1.0,0.01817607879638672,1.0
60,0.0,0.08130908012390137,1.0
61,1.0,-0.06625616550445557,1.0
62,1.0,0.036878228187561035,1.0
63,1.0,0.011337757110595703,1.0
64,1.0,0.019469499588012695,1.0
65,1.0,0.00277554988861084,1.0
66,1.0,0.009406805038452148,1.0
67,1.0,0.04527854919433594,1.0
68,1.0,-0.008686304092407227,1.0
69,0.0,0.020039816852658987,-0.50532234
70,1.0,0.011024781055141375,-1.0
71,1.0,0.026461899280548096,-1.0
72,2.0,0.06042057275772095,-1.0
73,1.0,-0.04736316204071045,-1.0
74,1.0,0.011011123133357614,-0.6256545
75,1.0,0.052049067069024346,-1.0
76,1.0,-0.09530770778656006,-1.0
77,1.0,0.03194555174559355,0.46410793
78,0.0,-0.012757585559228346,1.0
79,1.0,0.003031015396118164,1.0
80,1.0,0.05032002925872803,1.0
81,0.0,0.03972649574279785,1.0
82,2.0,0.0015454292297363281,1.0
83,1.0,-0.007401406764984131,1.0
84,1.0,0.01886582374572754,1.0
85,1.0,-0.013140082359313965,1.0
86,1.0,-0.005127451382577419,0.11028321
87,1.0,0.0015095538313136814,-0.7235082
